,incident_number,year,recovery_date,ucr_category,firearm_category,firearm_subcategory,firearm_manufacturer,firearm_model,firearm_caliber,address_geocode_type,block_address,street_address,city,state,zipcode,longitude,latitude,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,confidence
5965,80-16-015259,2016,2016-02-21,Simple_Assault,Pistol,Revolver,Taurus_International,,45C,BLOCK,2900 Block Bradford Grove Ln,2900_Bradford_Grove_Ln,Louisville,KY,40220,-85.616879,38.207547999999996,White,M,70.0,1.0
5968,80-16-015259,2016,2016-02-21,Simple_Assault,Pistol,Revolver,Smith_&_Wesson,,38C,BLOCK,2900 Block Bradford Grove Ln,2900_Bradford_Grove_Ln,Louisville,KY,40220,-85.616879,38.207547999999996,White,M,70.0,1.0
5971,80-16-015259,2016,2016-02-21,Simple_Assault,Pistol,Semi-Automatic,Ruger,,380C,BLOCK,2900 Block Bradford Grove Ln,2900_Bradford_Grove_Ln,Louisville,KY,40220,-85.616879,38.207547999999996,White,M,70.0,1.0
5974,80-16-015269,2016,2016-02-21,Wpns_Law_Violation,,,Fie,Titan,,BLOCK,4100 Block Bank St,4100_Bank_St,Louisville,KY,40212,-85.813614,38.271558,Black,M,29.0,1.0
5975,80-16-015061,2016,2016-02-21,Wpns_Law_Violation,Pistol,Semi-Automatic,Taurus_International,Model_Pt111,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,,-85.761323,38.253961,Black,M,21.0,1.0
5976,80-16-015311,2016,2016-02-21,Narcotics,Pistol,Semi-Automatic,Hipoint,,380C,,Preston Hwy / Trio Ave,,Louisville,KY,40219,,,White,M,19.0,
5977,80-16-015049,2016,2016-02-20,Auto_Theft,Pistol,Semi-Automatic,Kodiak_Mfg._Co.,,380C,BLOCK,1300 Block Southgate Ave,1300_Southgate_Ave,Louisville,KY,40215,-85.78361899999999,38.200522,Black,M,25.0,1.0
5978,80-16-014973,2016,2016-02-20,Accidental_Shooting,Pistol,Revolver,Smith_&_Wesson,,44C,BLOCK,4400 Block Kiln Ct,4400_Kiln_Ct,Watterson_Park,KY,40218,-85.685199,38.192183,Black,M,63.0,0.919
5979,80-16-014858,2016,2016-02-20,Narcotics,Pistol,Semi-Automatic,Taurus_International,Pt24/7_Pro,9MM,,Belrad Dr / Sebree Ln,,Louisville,KY,40218,,,Hispanic,M,40.0,
5980,80-16-014537,2016,2016-02-19,Narcotics,Shotgun,Semi-Automatic,"Remington_Arms_Co.,_Inc.",Shotgun:_Model,16GA,BLOCK,7300 Block Egypt Ln,7300_Egypt_Ln,Louisville,KY,40219,-85.68637,38.145638,Black,M,21.0,0.528
5982,80-16-014537,2016,2016-02-19,Narcotics,Pistol,Semi-Automatic,Hipoint,Cf-380,380C,BLOCK,7300 Block Egypt Ln,7300_Egypt_Ln,Louisville,KY,40219,-85.68637,38.145638,Black,M,21.0,0.528
5984,80-16-014792,2016,2016-02-19,Wpns_Law_Violation,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,45C,,Bank St,,Louisville,KY,40212,,,Black,M,29.0,
5985,80-16-014622,2016,2016-02-19,Aggravated_Assault,,,"Glock,_Inc.",,,,S 38Th St / W Broadway,,Louisville,KY,40211,,,,,,
5986,80-16-014799,2016,2016-02-19,Wpns_Law_Violation,Pistol,Semi-Automatic,Sig-Sauer,,40C,,S 5Th St / Ali,,Louisville,KY,40202,,,Black,M,27.0,
5987,80-16-014387,2016,2016-02-18,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,,9MM,BLOCK,200 Block S 41St St,200_S_41st_St,Louisville,KY,40212,-85.816191,38.264072,Black,M,15.0,0.528
5988,80-16-014468,2016,2016-02-18,Wpns_Law_Violation,Pistol,Semi-Automatic,Ruger,,9MM,BLOCK,4000 Block Sunset Ave,4000_Sunset_Ave,Louisville,KY,40211,-85.81876899999999,38.241849,Black,M,21.0,1.0
5989,80-16-014436,2016,2016-02-18,Narcotics,Pistol,Revolver,North_American_Arms,,22C,BLOCK,600 Block N 32Nd St,600_N_32nd_St,Louisville,KY,40212,-85.804602,38.262778000000004,White,F,24.0,0.528
5990,80-16-014248,2016,2016-02-18,Narcotics,Pistol,Semi-Automatic,"Glock,_Inc.",Model_19/19C_(9,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
5991,80-16-014238,2016,2016-02-18,Wpns_Law_Violation,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Xd,45C,,Auburndale Ave / Southern Pky,,Louisville,KY,40214,,,Black,M,21.0,
5992,80-16-014510,2016,2016-02-18,Wpns_Law_Violation,Pistol,Semi-Automatic,Ruger,,9MM,,Palakta Rd / Southside,,Louisville,KY,40214,,,Black,M,21.0,
5993,80-16-014106,2016,2016-02-17,Wpns_Law_Violation,Pistol,Revolver,Rossi_-_Amadeo_Rossi_&_Co,,38C,BLOCK,1300 Block Clara Ave,1300_Clara_Ave,Louisville,KY,40215,-85.783271,38.199534,White,M,44.0,0.907
5994,80-16-014070,2016,2016-02-17,Stolen_Property,Pistol,Semi-Automatic,Smith_&_Wesson,,9MM,BLOCK,3400 Block Heatherfield Dr,3400_Heatherfield_Dr,Shively,KY,40216,-85.81705,38.201637,Black,M,39.0,1.0
5995,80-16-014024,2016,2016-02-17,Wpns_Law_Violation,Pistol,Semi-Automatic,Taurus_International,Model_Pt145,45C,BLOCK,900 Block S 32Nd St,900_S_32nd_St,Louisville,KY,40211,-85.805973,38.245365,Black,M,28.0,1.0
5996,80-16-014099,2016,2016-02-17,Wpns_Law_Violation,Pistol,Semi-Automatic,Smith_&_Wesson,,40C,BLOCK,9700 Block Bluegrass Pky,9700_Bluegrass_Pky,Jeffersontown,KY,40299,-85.5767,38.220923,Black,M,30.0,1.0
5997,80-16-013837,2016,2016-02-16,Wpns_Law_Violation,Pistol,Semi-Automatic,Raven_Arms,Mp-25,25C,,S 38Th St / W Broadway,,Louisville,KY,40211,,,Black,M,45.0,
5998,80-16-013615,2016,2016-02-15,Robbery,,,,Xd-_45Acp,,BLOCK,7400 Block Cooper Chapel Road,7400_Cooper_Chapel_Road,Louisville,KY,40219,-85.659607,38.142544,Black,M,15.0,0.662
5999,80-16-013451,2016,2016-02-15,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,Cf-380,380C,BLOCK,800 Block S 26Th St,800_S_26th_St,Louisville,KY,40211,-85.794679,38.253709,Black,M,27.0,0.728
6000,80-14-080866,2016,2016-02-14,Theft_Fr_Veh,Pistol,Revolver,Rohm,,22C,BLOCK,8000 Block Northern Spy Dr,8000_Northern_Spy_Dr,Louisville,KY,40228,-85.620275,38.133359000000006,,,,0.6609999999999999
6001,80-16-012984,2016,2016-02-13,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",Model_20/20C__(,10MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,,-85.761323,38.253961,White,M,51.0,1.0
6003,80-16-012984,2016,2016-02-13,Wpns_Law_Violation,Rifle,Semi-Automatic,American_Tactical_Imports_(Ati),Gsg-522,22C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,,-85.761323,38.253961,White,M,51.0,1.0
6005,80-16-013051,2016,2016-02-13,Stolen_Property,Pistol,Semi-Automatic,Ruger,22/45,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,22.0,1.0
6006,80-16-013129,2016,2016-02-13,Wpns_Law_Violation,Pistol,Revolver,Smith_&_Wesson,,38C,,Auburndale Ave / Southern Pkwy,,Louisville,KY,,,,White,M,23.0,
6007,80-16-013248,2016,2016-02-13,Wpns_Law_Violation,,,Taurus_International,Taurus,,,Dixie Hwy / W. Orell,,Louisville,KY,40272,,,Black,M,24.0,
6008,80-16-013167,2016,2016-02-13,Wpns_Law_Violation,Pistol,Semi-Automatic,"Fnh_Usa,_Llc",,57,,S 23Rd St / Garland Ave,,Louisville,KY,40211,,,Black,M,23.0,
6009,80-16-012812,2016,2016-02-12,Aggravated_Assault,Pistol,Semi-Automatic,,,9MM,BLOCK,4000 Block Dutchmans Ln,4000_Dutchmans_Ln,St_Matthews,KY,40207,-85.634745,38.233434,,,,0.903
6010,80-16-012951,2016,2016-02-12,Accidental_Shooting,,,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,,BLOCK,500 Block W Evelyn Ave,500_W_Evelyn_Ave,Louisville,KY,40215,-85.76889399999999,38.196912,,,,0.728
6011,80-16-012943,2016,2016-02-12,Narcotics,Pistol,Semi-Automatic,,,25C,BLOCK,9800 Block Vieux Carre Dr,9800_Vieux_Carre_Dr,Louisville,KY,40223,-85.575255,38.241756,White,M,22.0,1.0
6013,80-16-012943,2016,2016-02-12,Narcotics,Pistol,Semi-Automatic,Taurus_International,,40C,BLOCK,9800 Block Vieux Carre Dr,9800_Vieux_Carre_Dr,Louisville,KY,40223,-85.575255,38.241756,White,M,22.0,1.0
6015,80-16-012756,2016,2016-02-12,Narcotics,Pistol,Semi-Automatic,Jimenez_Arms,Ja_380,380C,,Bolling Ave / Mccloskey Ave,,Louisville,KY,40210,,,Black,M,34.0,
6016,80-16-013006,2016,2016-02-12,Wpns_Law_Violation,Pistol,Semi-Automatic,Metro_Arms_Corporation,American_Classi,45C,,Dr W J Hodge St / W Oak St,,Louisville,KY,40210,,,Black,M,36.0,
6017,80-16-012556,2016,2016-02-11,Wpns_Law_Violation,,,Rossi_-_Amadeo_Rossi_&_Co,,,BLOCK,100 Block S 40Th,100_S_40th,Louisville,KY,40212,-85.814871,38.264066,Black,M,17.0,0.919
6018,80-16-012548,2016,2016-02-11,Wpns_Law_Violation,Pistol,Semi-Automatic,Lorcin_Engineer,L-380,380C,BLOCK,200 Block S 39Th St,200_S_39th_St,Louisville,KY,40212,-85.814766,38.260290000000005,,,,0.728
6019,80-16-012377,2016,2016-02-11,Narcotics,Pistol,Semi-Automatic,Star,Firestar,40C,BLOCK,2000 Block Lytle St,2000_Lytle_St,Louisville,KY,40203,-85.780022,38.264621999999996,White,M,35.0,0.528
6022,80-16-012377,2016,2016-02-11,Narcotics,Rifle,Semi-Automatic,,715T,22C,BLOCK,2000 Block Lytle St,2000_Lytle_St,Louisville,KY,40203,-85.780022,38.264621999999996,White,M,35.0,0.528
6025,80-16-012377,2015,2015-12-23,Narcotics,Pistol,Semi-Automatic,Star,Firestar,40C,BLOCK,2000 Block Lytle St,2000_Lytle_St,Louisville,KY,40203,-85.780022,38.264621999999996,White,M,35.0,0.528
6028,80-16-012624,2016,2016-02-11,Wpns_Law_Violation,Pistol,Semi-Automatic,Springfield_Firearms_Corporation,,40C,BLOCK,3000 Block Hikes Ln,3000_Hikes_Ln,Louisville,KY,40220,-85.640227,38.211115,Black,M,24.0,1.0
6030,80-16-012624,2016,2016-02-11,Wpns_Law_Violation,Shotgun,Pump_Action,"Remington_Arms_Co.,_Inc.",,12GA,BLOCK,3000 Block Hikes Ln,3000_Hikes_Ln,Louisville,KY,40220,-85.640227,38.211115,Black,M,24.0,1.0
6032,80-16-012553,2016,2016-02-11,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",,40C,BLOCK,3700 Block 7Th Street Rd,3700_7th_Street_Rd,Louisville,KY,40216,-85.846336,38.196771000000005,White,M,40.0,0.882
6033,80-16-012678,2016,2016-02-11,Narcotics,Pistol,Revolver,Taurus_International,,357C,,7Th Street Rd / Central Ave,,Shively,KY,40208,,,White,M,21.0,
6034,80-16-012722,2016,2016-02-11,Wpns_Law_Violation,Pistol,Semi-Automatic,Bryco_Arms,Bryco_58,380C,,Camp St / S Jackson St,,Louisville,KY,40203,,,Black,M,23.0,
6035,80-16-012151,2016,2016-02-10,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,,380C,BLOCK,5100 Block Ronwood Dr,5100_Ronwood_Dr,Louisville,KY,40219,-85.66606999999999,38.1434,Black,M,29.0,1.0
6036,80-16-012301,2016,2016-02-10,Wpns_Law_Violation,Pistol,Semi-Automatic,"Keltec,_Cnc_Industries,_Inc",,380C,BLOCK,6300 Block Hunters Grove Rd,6300_Hunters_Grove_Rd,Louisville,KY,40216,-85.841658,38.16214,Black,M,26.0,0.528
6037,80-16-012378,2016,2016-02-10,Wpns_Law_Violation,Pistol,Semi-Automatic,Echasa,Mab-G2/Model_Ma,32C,BLOCK,6400 Block Greenwood Rd,6400_Greenwood_Rd,Louisville,KY,40258,-85.871374,38.144319,White,M,15.0,1.0
6038,80-16-011754,2016,2016-02-09,Aggravated_Assault,Shotgun,Double_Barrel,,,410G,BLOCK,10600 Block Seatonville Rd,10600_Seatonville_Rd,Louisville,KY,40291,-85.565362,38.143242,White,M,39.0,1.0
6040,80-16-011754,2016,2016-02-09,Aggravated_Assault,Shotgun,Double_Barrel,Cobra_Enterprises_Inc,,,BLOCK,10600 Block Seatonville Rd,10600_Seatonville_Rd,Louisville,KY,40291,-85.565362,38.143242,White,M,39.0,1.0
6041,80-16-011754,2016,2016-02-09,Aggravated_Assault,,,Cobra_Enterprises_Inc,,,BLOCK,10600 Block Seatonville Rd,10600_Seatonville_Rd,Louisville,KY,40291,-85.565362,38.143242,White,M,39.0,1.0
6042,80-16-012049,2016,2016-02-09,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",,9MM,BLOCK,2500 Block Pennacook Rd,2500_Pennacook_Rd,Louisville,KY,40214,-85.803081,38.155889,Black,M,30.0,0.528
6044,80-16-012049,2016,2016-02-09,Wpns_Law_Violation,Pistol,Semi-Automatic,Taurus_International,,9MM,BLOCK,2500 Block Pennacook Rd,2500_Pennacook_Rd,Louisville,KY,40214,-85.803081,38.155889,Black,M,30.0,0.528
6046,80-16-012064,2016,2016-02-09,Narcotics,Pistol,Semi-Automatic,Ruger,,9MM,BLOCK,3100 Block Dixie Hwy,3100_Dixie_Hwy,Louisville,KY,,-85.80033,38.205889,Black,M,31.0,0.894
6047,80-16-011959,2016,2016-02-09,Narcotics,Pistol,Revolver,Smith_&_Wesson,,38C,,Dixie Hwy / St Louis Ave,,Louisville,KY,40210,,,Black,M,29.0,
6048,80-16-011898,2016,2016-02-09,Narcotics,Pistol,Semi-Automatic,Glock_Gmbh,Model_23/23C_(4,40C,,Newburg Rd At I264,,Louisville,KY,40218,,,White,M,19.0,
6049,80-16-012088,2016,2016-02-09,Wpns_Law_Violation,Pistol,Derringer,Fmj_(Full_Metal_Jacket),,45C,,W Ashland Ave / Taylor Blvd,,Louisville,KY,40215,,,White,M,45.0,
6050,80-14-052612,2016,2016-02-08,Robbery,Pistol,Semi-Automatic,Hipoint,Jh-45,45C,BLOCK,11800 Block Shelbyville Rd,11800_Shelbyville_Rd,Middletown,KY,40243,-85.537637,38.247285,Black,M,20.0,1.0
6051,80-16-011581,2016,2016-02-08,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,C9,9MM,,S 11Th St / W Jefferson St,,Louisville,KY,40203,,,Black,M,25.0,
6052,80-16-011803,2016,2016-02-08,Stolen_Property,Pistol,Semi-Automatic,Bryco_Arms,,380C,,S 26Th St / Osage Ave,,Louisville,KY,40210,,,Black,M,15.0,
6053,80-16-011372,2016,2016-02-07,Vandalism,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,45C,BLOCK,500 Block Dr W J Hodge St,500_Dr_W_J_Hodge_St,Louisville,KY,40203,-85.78501700000001,38.25892,White,M,28.0,0.528
6054,80-16-011377,2016,2016-02-07,Aggravated_Assault,,,Ruger,Lc9,,BLOCK,5500 Block Ripple Ln,5500_Ripple_Ln,Louisville,KY,40218,-85.67049300000001,38.170383,Black,F,32.0,1.0
6056,80-16-011377,2016,2016-02-07,Aggravated_Assault,,,Ruger,Sr45,,BLOCK,5500 Block Ripple Ln,5500_Ripple_Ln,Louisville,KY,40218,-85.67049300000001,38.170383,Black,F,32.0,1.0
6058,80-16-011345,2016,2016-02-07,Wpns_Law_Violation,Pistol,Semi-Automatic,,,25C,,S 22Nd St / W Jefferson St,,Louisville,KY,40212,,,Black,M,40.0,
6059,80-16-011362,2016,2016-02-07,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",Model_27_(40_Sw,40C,,S 2Nd St / W Muhammad Ali Blvd,,Louisville,KY,40202,,,Black,M,29.0,
6060,80-16-011115,2016,2016-02-06,Narcotics,Pistol,Semi-Automatic,Ruger,P90,45C,BLOCK,2000 Block W Broadway,2000_W_Broadway,Louisville,KY,40211,-85.785217,38.248798,Black,M,22.0,1.0
6061,80-16-011126,2016,2016-02-06,Wpns_Law_Violation,Pistol,Semi-Automatic,Smith_&_Wesson,Sw40Ve,40C,,Seelbach Ave / Taylor Blvd,,Louisville,KY,40215,,,Black,M,24.0,
6062,80-16-010622,2016,2016-02-05,Robbery,Pistol,Semi-Automatic,"Glock,_Inc.",Model_22/22C_(4,40C,BLOCK,300 Block S Shawnee Ter,300_S_Shawnee_Ter,Louisville,KY,40212,-85.823336,38.262178999999996,Black,M,19.0,1.0
6063,80-16-011083,2016,2016-02-05,Aggravated_Assault,,,Winchester,Shotguns:_Model,,BLOCK,3000 Block River Park Dr,3000_River_Park_Dr,Louisville,KY,40211,-85.80111,38.253551,White,M,35.0,1.0
6064,80-16-010491,2016,2016-02-04,Wpns_Law_Violation,Pistol,Revolver,Taurus_International,Taurus,38C,BLOCK,1100 Block Mount Holly Rd,1100_Mount_Holly_Rd,Louisville,KY,40118,-85.746877,38.099531,White,F,50.0,1.0
6065,80-14-091998,2016,2016-02-04,Theft_Other,Pistol,Semi-Automatic,Taurus_International,,40C,BLOCK,2300 Block Allston Ave,2300_Allston_Ave,Louisville,KY,40210,-85.798214,38.220213,,,,1.0
6066,80-16-010807,2016,2016-02-04,Wpns_Law_Violation,Pistol,Semi-Automatic,Browning_Arms_Co.,,6MM,BLOCK,3600 Block Manslick Rd,3600_Manslick_Rd,Louisville,KY,40215,-85.79965200000001,38.195387,Black,F,30.0,1.0
6068,80-16-010807,2016,2016-02-04,Wpns_Law_Violation,Pistol,Semi-Automatic,,Cpx-1,9MM,BLOCK,3600 Block Manslick Rd,3600_Manslick_Rd,Louisville,KY,40215,-85.79965200000001,38.195387,Black,F,30.0,1.0
6070,80-16-010823,2016,2016-02-04,Wpns_Law_Violation,Pistol,Semi-Automatic,Ruger,22/45_Mk_Iii,22C,BLOCK,4200 Block Carbine Ln,4200_Carbine_Ln,Louisville,KY,40229,-85.685928,38.098263,White,M,23.0,1.0
6071,80-16-010484,2016,2016-02-04,Simple_Assault,,,Smith_&_Wesson,,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40203,-85.761323,38.253961,,,,1.0
6072,80-16-010467,2016,2016-02-04,Narcotics,Pistol,Semi-Automatic,"Keltec,_Cnc_Industries,_Inc",P-11,9MM,,S 15Th St / Gallagher St,,Louisville,KY,40210,,,Black,M,26.0,
6073,80-16-010326,2016,2016-02-03,Wpns_Law_Violation,Pistol,Semi-Automatic,Beretta_(Industria_S.A.),,40C,BLOCK,3900 Block 7Th Street Rd,3900_7th_Street_Rd,Louisville,KY,40216,-85.80411,38.194637,White,M,24.0,0.903
6074,80-16-010203,2016,2016-02-03,Aggravated_Assault,Pistol,Semi-Automatic,,Tp9,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,F,37.0,1.0
6075,80-16-010056,2016,2016-02-02,Narcotics,Pistol,Semi-Automatic,,,9MM,BLOCK,1900 Block Bashford Manor Ln,1900_Bashford_Manor_Ln,West_Buechel,KY,40218,-85.676223,38.196360999999996,Black,F,25.0,0.54
6076,80-16-010177,2016,2016-02-02,Burglary,Pistol,Semi-Automatic,Jimenez_Arms,,380C,BLOCK,3200 Block Greenwood Ave,3200_Greenwood_Ave,Louisville,KY,40211,-85.806637,38.242677,Black,M,21.0,1.0
6077,80-16-009910,2016,2016-02-02,Wpns_Law_Violation,,,"Springfield_Armory,Geneseo,Il",,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40215,-85.761323,38.253961,Black,M,34.0,1.0
6078,80-16-010065,2016,2016-02-02,All_Other_Offenses,Pistol,Semi-Automatic,,,9MM,BLOCK,7200 Block Outer Loop,7200_Outer_Loop,Louisville,KY,40228,-85.618561,38.138777000000005,,,,0.728
6079,80-16-009755,2016,2016-02-01,Wpns_Law_Violation,Pistol,Semi-Automatic,Springfield_Arm,Pistol:_Model_X,40C,BLOCK,1800 Block W Kentucky St,1800_W_Kentucky_St,Louisville,KY,40210,-85.789218,38.242535,Black,M,17.0,0.528
6080,80-16-009534,2016,2016-02-01,Narcotics,Pistol,Semi-Automatic,Sig-Sauer,,40C,BLOCK,7600 Block Bardstown Rd,7600_Bardstown_Rd,Louisville,KY,40291,-85.58160699999999,38.137074,Middle_Eastern,M,26.0,1.0
6081,80-16-009793,2016,2016-02-01,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,,45C,,S 13Th St / W Burnett Ave,,Louisville,KY,40210,,,Black,M,27.0,
6082,80-16-009520,2016,2016-02-01,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",Model_17/17C_(9,9MM,,S 26Th St / W Chestnut St,,Louisville,KY,40211,,,Black,M,22.0,
