incident_number,ucr_category,type_of_firearm,firearm_manufacturer,firearm_model,firearm_caliber,recovery_date,address_geocode_type,recovery_block_address,city,state,recovery_zipcode,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,address_concat,x,y,longitude,latitude,confidence,source
80-10-042040,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2010-06-05 00:00:00+00,INTERSECTION,S 4th St / Iowa Ave,Louisville,KY,40208,White,M,50,S 4th St / Iowa Ave Louisville KY 40208,1205083.5,261303.0938,-85.76510849,38.20771554,,LOJIC
80-13-048713,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Fie,Tz-75,9MM,2013-07-02 00:00:00+00,INTERSECTION,S 4th St / Iowa Ave,Louisville,KY,40208,Black,M,32,S 4th St / Iowa Ave Louisville KY 40208,1205083.5,261303.0938,-85.76510849,38.20771554,,LOJIC
80-12-102886,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-11,9MM,2012-12-30 00:00:00+00,INTERSECTION,S 4th St / W Breckinridge St,Louisville,KY,40203,Black,M,21,S 4th St / W Breckinridge St Louisville KY 40203,,,,,,
80-12-029204,Wpns Law Violation,"Pistol, Revolver                                       ",Omega Defensive Industries,None,22C,2012-04-15 00:00:00+00,INTERSECTION,S 4th St / W Broadway,Louisville,KY,40202,Black,M,15,S 4th St / W Broadway Louisville KY 40202,,,,,,
80-12-029204,Wpns Law Violation,"Pistol, Revolver                                       ",Omega Defensive Industries,None,22C,2012-04-15 00:00:00+00,INTERSECTION,S 4th St / W Broadway,Louisville,KY,40202,Black,M,15,S 4th St / W Broadway Louisville KY 40202,,,,,,
80-11-016213,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,38C,2011-03-05 00:00:00+00,INTERSECTION,S 4th St / W Broadway,Louisville,KY,40202,Black,M,17,S 4th St / W Broadway Louisville KY 40202,,,,,,
80-11-016213,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,38C,2011-03-05 00:00:00+00,INTERSECTION,S 4th St / W Broadway,Louisville,KY,40202,Black,M,17,S 4th St / W Broadway Louisville KY 40202,,,,,,
80-10-088550,Wpns Law Violation,"Pistol, Revolver                                       ",Rhoem Gesellsch,,38C,2010-11-08 00:00:00+00,INTERSECTION,S 4th St / W Broadway,Louisville,KY,40202,Black,M,17,S 4th St / W Broadway Louisville KY 40202,,,,,,
80-10-088550,Wpns Law Violation,"Pistol, Revolver                                       ",Rhoem Gesellsch,,38C,2010-11-08 00:00:00+00,INTERSECTION,S 4th St / W Broadway,Louisville,KY,40202,Black,M,17,S 4th St / W Broadway Louisville KY 40202,,,,,,
80-11-007563,Aggravated Assault,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2011-01-30 00:00:00+00,INTERSECTION,S 4th St / W Broadway,Louisville,KY,40202,Black,M,17,S 4th St / W Broadway Louisville KY 40202,,,,,,
80-11-031109,Aggravated Assault,"Pistol, Semi-automatic                                 ",Ruger,,9MM,2011-04-26 00:00:00+00,INTERSECTION,S 4th St / W Broadway,Louisville,KY,40202,Unknown,U,21,S 4th St / W Broadway Louisville KY 40202,,,,,,
80-11-016213,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Bryco Arms,M-59,9MM,2011-03-05 00:00:00+00,INTERSECTION,S 4th St / W Broadway,Louisville,KY,40202,Black,M,17,S 4th St / W Broadway Louisville KY 40202,,,,,,
80-11-016213,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Bryco Arms,M-59,9MM,2011-03-05 00:00:00+00,INTERSECTION,S 4th St / W Broadway,Louisville,KY,40202,Black,M,17,S 4th St / W Broadway Louisville KY 40202,,,,,,
80-14-072085,Aggravated Assault,Null,Ruger,Lcp,,2014-09-22 00:00:00+00,INTERSECTION,S 4th St / W Broadway,Louisville,KY,40202,Null,NULL,NULL,S 4th St / W Broadway Louisville KY 40202,,,,,,
80-16-067928,Aggravated Assault,Null,"Glock, Inc.                                            ",Model 22/22c (4,,2016-08-10 00:00:00+00,INTERSECTION,S 4th St / W Cardinal Blvd,Louisville,KY,40208,Black,M,19,S 4th St / W Cardinal Blvd Louisville KY 40208,1205816.75,266035.6875,-85.7628275,38.22074266,,LOJIC
80-16-067928,Aggravated Assault,Null,"Glock, Inc.                                            ",Model 22/22c (4,,2016-08-10 00:00:00+00,INTERSECTION,S 4th St / W Cardinal Blvd,Louisville,KY,40208,Black,M,19,S 4th St / W Cardinal Blvd Louisville KY 40208,1205816.75,266035.6875,-85.7628275,38.22074266,,LOJIC
80-16-067928,Aggravated Assault,Null,Taurus International,Model Pt-24/7,,2016-08-10 00:00:00+00,INTERSECTION,S 4th St / W Cardinal Blvd,Louisville,KY,40208,Black,M,19,S 4th St / W Cardinal Blvd Louisville KY 40208,1205816.75,266035.6875,-85.7628275,38.22074266,,LOJIC
80-16-067928,Aggravated Assault,Null,Taurus International,Model Pt-24/7,,2016-08-10 00:00:00+00,INTERSECTION,S 4th St / W Cardinal Blvd,Louisville,KY,40208,Black,M,19,S 4th St / W Cardinal Blvd Louisville KY 40208,1205816.75,266035.6875,-85.7628275,38.22074266,,LOJIC
80-16-067928,Aggravated Assault,Null,Ruger,Handguns: P Ser,,2016-08-10 00:00:00+00,INTERSECTION,S 4th St / W Cardinal Blvd,Louisville,KY,40208,Black,M,19,S 4th St / W Cardinal Blvd Louisville KY 40208,1205816.75,266035.6875,-85.7628275,38.22074266,,LOJIC
80-16-064820,Narcotics,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt111,9MM,2016-07-31 00:00:00+00,INTERSECTION,S 4th St / W Chestnut St,Louisville,KY,40202,Black,M,23,S 4th St / W Chestnut St Louisville KY 40202,,,,,,
80-16-073577,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,38C,2016-08-28 00:00:00+00,INTERSECTION,S 4th St / W Gaulbert Ave,Louisville,KY,40208,Black,M,19,S 4th St / W Gaulbert Ave Louisville KY 40208,1206038.875,267470.625,-85.76213643,38.2246925,,LOJIC
80-12-000252,Stolen Property,"Pistol, Semi-automatic                                 ",Cobra Enterpris,,380C,2012-01-02 00:00:00+00,INTERSECTION,S 4th St / W Market St,Louisville,KY,40202,Black,M,14,S 4th St / W Market St Louisville KY 40202,1207757.75,278564.6875,-85.75678557,38.25523015,,LOJIC
80-12-000252,Stolen Property,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: Sw99,40C,2012-01-02 00:00:00+00,INTERSECTION,S 4th St / W Market St,Louisville,KY,40202,Black,M,14,S 4th St / W Market St Louisville KY 40202,1207757.75,278564.6875,-85.75678557,38.25523015,,LOJIC
80-12-000252,Stolen Property,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2012-01-02 00:00:00+00,INTERSECTION,S 4th St / W Market St,Louisville,KY,40202,Black,M,14,S 4th St / W Market St Louisville KY 40202,1207757.75,278564.6875,-85.75678557,38.25523015,,LOJIC
80-11-009251,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Js-9 Series,9MM,2011-02-06 00:00:00+00,INTERSECTION,S 4th St / W Muhammad Ali Blvd,Louisville,KY,40202,Black,M,52,S 4th St / W Muhammad Ali Blvd Louisville KY 40202,1207532,277075.9375,-85.75748678,38.25113244,,LOJIC
80-11-085884,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Lorcin Engineer,L-380,380C,2011-10-23 00:00:00+00,INTERSECTION,S 4th St / W Oak St,Louisville,KY,40203,Black,M,22,S 4th St / W Oak St Louisville KY 40203,1206621.125,271220.25,-85.76032391,38.23501386,,LOJIC
80-12-021889,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Bryco Arms,,380C,2012-03-20 00:00:00+00,INTERSECTION,S 4th St / W Oak St,Louisville,KY,40203,Black,M,27,S 4th St / W Oak St Louisville KY 40203,1206621.125,271220.25,-85.76032391,38.23501386,,LOJIC
80-10-039403,Robbery,Null,,,,2010-05-27 00:00:00+00,INTERSECTION,S 4th St / W Oak St,Louisville,KY,40203,Null,NULL,NULL,S 4th St / W Oak St Louisville KY 40203,1206621.125,271220.25,-85.76032391,38.23501386,,LOJIC
80-10-039403,Robbery,Null,,,,2010-05-27 00:00:00+00,INTERSECTION,S 4th St / W Oak St,Louisville,KY,40203,Null,NULL,NULL,S 4th St / W Oak St Louisville KY 40203,1206621.125,271220.25,-85.76032391,38.23501386,,LOJIC
80-16-018884,Narcotics,"Pistol, Revolver                                       ",Taurus International,Model 85,38C,2016-03-05 00:00:00+00,INTERSECTION,S 4th St / W Ormsby Ave,Louisville,KY,40203,White,F,34,S 4th St / W Ormsby Ave Louisville KY 40203,1206499.5,270436.5,-85.76070254,38.23285649,,LOJIC
80-11-006321,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2011-01-25 00:00:00+00,INTERSECTION,S 4th St / W Ormsby Ave,Louisville,KY,40203,Black,M,30,S 4th St / W Ormsby Ave Louisville KY 40203,1206499.5,270436.5,-85.76070254,38.23285649,,LOJIC
80-11-006321,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2011-01-25 00:00:00+00,INTERSECTION,S 4th St / W Ormsby Ave,Louisville,KY,40203,Black,M,30,S 4th St / W Ormsby Ave Louisville KY 40203,1206499.5,270436.5,-85.76070254,38.23285649,,LOJIC
80-13-000020,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Airlite,38C,2013-01-01 00:00:00+00,INTERSECTION,S 4th St / Winkler Ave,Louisville,KY,40208,White,M,55,S 4th St / Winkler Ave Louisville KY 40208,1205227.875,262253.0625,-85.76466048,38.21033034,,LOJIC
80-10-006570,Wpns Law Violation,"Pistol, Revolver                                       ",Charter Arms Co,Undercover,38C,2010-01-27 00:00:00+00,INTERSECTION,S 4th St / Winkler Ave,Louisville,KY,40208,Black,M,19,S 4th St / Winkler Ave Louisville KY 40208,1205227.875,262253.0625,-85.76466048,38.21033034,,LOJIC
80-16-063712,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Lc9,9MM,2016-07-27 00:00:00+00,INTERSECTION,S 4th St / Winkler Ave,Louisville,KY,40208,Null,NULL,NULL,S 4th St / Winkler Ave Louisville KY 40208,1205227.875,262253.0625,-85.76466048,38.21033034,,LOJIC
80-16-063712,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Lc9,9MM,2016-07-27 00:00:00+00,INTERSECTION,S 4th St / Winkler Ave,Louisville,KY,40208,Null,NULL,NULL,S 4th St / Winkler Ave Louisville KY 40208,1205227.875,262253.0625,-85.76466048,38.21033034,,LOJIC
80-16-104907,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Jhp,40C,2016-12-09 00:00:00+00,INTERSECTION,S 4th St / York St,Louisville,KY,40203,Black,M,22,S 4th St / York St Louisville KY 40203,1207142.375,274572.1875,-85.75870057,38.24424053,,LOJIC
80-16-104908,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,9MM,2016-12-09 00:00:00+00,INTERSECTION,S 4th St / York St,Louisville,KY,40203,Black,M,21,S 4th St / York St Louisville KY 40203,1207142.375,274572.1875,-85.75870057,38.24424053,,LOJIC
80-16-014799,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Sig-sauer,,40C,2016-02-19 00:00:00+00,INTERSECTION,S 5th St / Ali,Louisville,KY,40202,Black,M,27,S 5th St / Ali Louisville KY 40202,,,,,,
80-16-056071,Aggravated Assault,"Pistol, Semi-automatic                                 ",Lorcin Engineer,L9mm,9MM,2016-07-02 00:00:00+00,INTERSECTION,S 6th St / Heywood Ave,Louisville,KY,40208,Black,M,25,S 6th St / Heywood Ave Louisville KY 40208,,,,,,
80-13-074320,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Mod Sr22,22C,2013-09-28 00:00:00+00,INTERSECTION,S 5th St / Cathedral School Ct,Louisville,KY,40202,White,M,22,S 5th St / Cathedral School Ct Louisville KY 40202,1207108.875,277471.5938,-85.75898259,38.25219974,,LOJIC
80-16-018537,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Century Arms International,Canik Tp9sa,9MM,2016-03-04 00:00:00+00,INTERSECTION,S 5th St / Central Ave,Louisville,KY,40216,Hispanic,M,31,S 5th St / Central Ave Louisville KY 40216,,,,,,
80-10-028893,Wpns Law Violation,"Pistol, Revolver                                       ",Charter Arms Co,Bulldog Pug,44C,2010-04-21 00:00:00+00,INTERSECTION,S 5th St / Inverness Ave,Louisville,KY,40214,White,M,29,S 5th St / Inverness Ave Louisville KY 40214,1202834.5,246794.3125,-85.77209997,38.1677777,,LOJIC
80-10-095639,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 17/17c (9,9MM,2010-12-02 00:00:00+00,INTERSECTION,S 5th St / Inverness Ave,Louisville,KY,40214,Asian,M,22,S 5th St / Inverness Ave Louisville KY 40214,1202834.5,246794.3125,-85.77209997,38.1677777,,LOJIC
80-17-010521,Robbery,Null,Taurus International,Model Pt140,,2017-02-05 00:00:00+00,INTERSECTION,S 5th St / Montana Ave,Louisville,KY,40208,Black,M,19,S 5th St / Montana Ave Louisville KY 40208,1204828.125,262800.6875,-85.76608291,38.21181586,,LOJIC
80-17-010521,Robbery,Null,Taurus International,,,2017-02-05 00:00:00+00,INTERSECTION,S 5th St / Montana Ave,Louisville,KY,40208,Black,M,19,S 5th St / Montana Ave Louisville KY 40208,1204828.125,262800.6875,-85.76608291,38.21181586,,LOJIC
80-17-010521,Robbery,Null,Cobra Enterprises Inc,,,2017-02-05 00:00:00+00,INTERSECTION,S 5th St / Montana Ave,Louisville,KY,40208,Black,M,19,S 5th St / Montana Ave Louisville KY 40208,1204828.125,262800.6875,-85.76608291,38.21181586,,LOJIC
80-13-002349,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Phoenix Arms Co.,,25C,2013-01-10 00:00:00+00,INTERSECTION,S 5th St / W Ashland Ave,Louisville,KY,40214,White,M,19,S 5th St / W Ashland Ave Louisville KY 40214,,,,,,
80-15-080895,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 17/17c (9,9MM,2015-10-08 00:00:00+00,INTERSECTION,S 5th St / W Broadway,Louisville,KY,40202,White,M,20,S 5th St / W Broadway Louisville KY 40202,,,,,,
80-10-029568,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Turkey,,4570,2010-04-23 00:00:00+00,INTERSECTION,S 5th St / W Evelyn Ave,Louisville,KY,40214,Black,M,20,S 5th St / W Evelyn Ave Louisville KY 40214,,,,,,
80-16-035160,Stolen Property,Null,"Glock, Inc.                                            ",Model 22/22c (4,,2016-04-26 00:00:00+00,INTERSECTION,S 5th St / W Evelyn Ave,Louisville,KY,40214,Black,M,26,S 5th St / W Evelyn Ave Louisville KY 40214,,,,,,
80-16-008007,Robbery,"Pistol, Semi-automatic                                 ",Beretta (p. Or,3032 Tomcat,3220,2016-01-26 00:00:00+00,INTERSECTION,S 5th St / W Jefferson St,Louisville,KY,40202,White,M,27,S 5th St / W Jefferson St Louisville KY 40202,1207209,278132,-85.75867164,38.25401748,,LOJIC
80-12-080422,Aggravated Assault,"Rifle, Semi-automatic                                  ",Dpms Inc (defense Procurement Mfg Services),,223C,2012-10-11 00:00:00+00,INTERSECTION,S 5th St / W Jefferson St,Louisville,KY,40202,Black,M,33,S 5th St / W Jefferson St Louisville KY 40202,1207209,278132,-85.75867164,38.25401748,,LOJIC
80-12-080422,Aggravated Assault,"Pistol, Semi-automatic                                 ",Masterpiece Arms,,45C,2012-10-11 00:00:00+00,INTERSECTION,S 5th St / W Jefferson St,Louisville,KY,40202,Black,M,33,S 5th St / W Jefferson St Louisville KY 40202,1207209,278132,-85.75867164,38.25401748,,LOJIC
80-11-049808,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Rg Industries,Rg (with Number,25C,2011-06-27 00:00:00+00,INTERSECTION,S 5th St / W Kentucky St,Louisville,KY,40203,Black,M,18,S 5th St / W Kentucky St Louisville KY 40203,1206559.625,272928.375,-85.76063553,38.23970099,,LOJIC
80-11-079325,Wpns Law Violation,"Pistol, Revolver                                       ",Rohm,,22C,2011-10-02 00:00:00+00,INTERSECTION,S 5th St / W Liberty St,Louisville,KY,40202,Black,M,38,S 5th St / W Liberty St Louisville KY 40202,1207166.25,277851.5625,-85.75880449,38.25324558,,LOJIC
80-12-019376,Robbery,"Pistol, Semi-automatic                                 ",,,762M,2012-03-12 00:00:00+00,INTERSECTION,S 5th St / W Liberty St,Louisville,KY,40202,Black,M,16,S 5th St / W Liberty St Louisville KY 40202,1207166.25,277851.5625,-85.75880449,38.25324558,,LOJIC
80-14-003157,Stolen Property,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2014-01-13 00:00:00+00,INTERSECTION,S 5th St / W Liberty St,Louisville,KY,40202,Black,M,30,S 5th St / W Liberty St Louisville KY 40202,1207166.25,277851.5625,-85.75880449,38.25324558,,LOJIC
80-15-038831,Narcotics,Null,Bryco Arms,380 Auto,,2015-05-22 00:00:00+00,INTERSECTION,S 5th St / W Muhammad Ali Blvd,Louisville,KY,40202,Null,NULL,NULL,S 5th St / W Muhammad Ali Blvd Louisville KY 40202,1207055.75,277151.75,-85.75914932,38.25131918,,LOJIC
80-15-038831,Narcotics,Null,Bryco Arms,380 Auto,,2015-05-22 00:00:00+00,INTERSECTION,S 5th St / W Muhammad Ali Blvd,Louisville,KY,40202,Null,NULL,NULL,S 5th St / W Muhammad Ali Blvd Louisville KY 40202,1207055.75,277151.75,-85.75914932,38.25131918,,LOJIC
80-15-038831,Narcotics,Null,Charter Arms Corp.,Undercover,,2015-05-22 00:00:00+00,INTERSECTION,S 5th St / W Muhammad Ali Blvd,Louisville,KY,40202,Null,NULL,NULL,S 5th St / W Muhammad Ali Blvd Louisville KY 40202,1207055.75,277151.75,-85.75914932,38.25131918,,LOJIC
80-15-038831,Narcotics,Null,Charter Arms Corp.,Undercover,,2015-05-22 00:00:00+00,INTERSECTION,S 5th St / W Muhammad Ali Blvd,Louisville,KY,40202,Null,NULL,NULL,S 5th St / W Muhammad Ali Blvd Louisville KY 40202,1207055.75,277151.75,-85.75914932,38.25131918,,LOJIC
80-10-100904,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven Arms,Mp-25,25C,2010-12-23 00:00:00+00,INTERSECTION,S 6th St / Bluegrass Ave,Louisville,KY,40214,Black,M,23,S 6th St / Bluegrass Ave Louisville KY 40214,,,,,,
80-14-081935,Narcotics,"Rifle, Semi-automatic                                  ",,715t,22C,2014-10-24 00:00:00+00,INTERSECTION,S 6th St / Central Ave,Louisville,KY,40208,Black,M,20,S 6th St / Central Ave Louisville KY 40208,,,,,,
80-12-059181,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Beretta (industria S.A.),,25C,2012-07-26 00:00:00+00,INTERSECTION,S 6th St / Expressway Ave,Louisville,KY,40214,White,M,52,S 6th St / Expressway Ave Louisville KY 40214,,,,,,
80-12-087235,Narcotics,"Pistol, Revolver                                       ",Taurus International,,357C,2012-11-02 00:00:00+00,INTERSECTION,S 6th St / Hill Top Ct,Louisville,KY,40214,Black,M,47,S 6th St / Hill Top Ct Louisville KY 40214,,,,,,
80-16-054408,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Century Arms International,V. Z. O. R.,32C,2016-06-27 00:00:00+00,INTERSECTION,S 6th St / W Breckinridge St,Louisville,KY,40203,Black,M,18,S 6th St / W Breckinridge St Louisville KY 40203,,,,,,
